region;year;tot_indust
DE271;2018;7760
DE272;2008;1112
DE272;2010;1177
DE272;2012;1335
DE272;2018;1173
DE273;2008;3166
DE273;2010;2699
DE273;2012;2222
DE273;2018;2214
DE274;2008;2555
DE274;2010;2382
DE274;2012;2418
DE274;2018;3486
DE275;2008;7699
DE275;2010;5779
DE275;2012;4878
DE275;2018;6824
DE276;2008;9940
DE276;2010;10525
DE276;2012;14027
DE276;2018;13411
DE277;2008;5414
DE277;2010;4595
DE277;2012;4357
DE277;2018;6874
DE278;2008;7083
DE278;2010;5552
DE278;2012;9264
DE278;2018;10560
DE279;2008;7147
DE279;2010;6773
DE279;2012;5865
DE279;2018;9603
DE27A;2008;2816
DE27A;2010;1434
DE27A;2012;2101
DE27A;2018;2410
DE27B;2008;8958
DE27B;2010;3792
DE27B;2012;6051
DE27B;2018;7491
DE27C;2008;9072
DE27C;2010;6600
DE27C;2012;7904
DE27C;2018;9435
DE27D;2008;9667
DE27D;2010;8725
DE27D;2012;10143
DE27D;2018;10435
DE27E;2008;5157
DE27E;2010;3689
DE27E;2012;4649
DE27E;2018;6426
DE300;2008;35254
DE300;2010;34849
DE300;2012;36065
DE300;2018;39625
DE401;2012;1832
DE401;2018;1666
DE402;2012;1498
DE402;2018;2058
DE403;2012;1486
DE403;2018;1176
DE404;2012;2823
DE404;2018;3261
DE405;2012;8270
DE405;2018;7852
DE406;2012;10157
DE406;2018;10550
DE407;2012;4073
DE407;2018;4415
DE408;2012;7240
DE408;2018;8379
DE409;2012;7176
DE409;2018;9074
DE40A;2012;7276
DE40A;2018;8633
DE40B;2012;5173
DE40B;2018;5752
DE40C;2012;6904
DE40C;2018;8833
DE40D;2012;6628
DE40D;2018;6244
DE40E;2012;8098
DE40E;2018;7918
DE40F;2012;2891
DE40F;2018;2075
DE40G;2012;4999
DE40G;2018;5348
DE40H;2012;11827
DE40H;2018;12567
DE40I;2012;9177
DE40I;2018;5814
DE411;2008;1739
DE411;2010;1784
DE412;2008;8055
DE412;2010;5832
DE413;2008;7143
DE413;2010;7167
DE414;2008;5937
DE414;2010;6545
DE415;2008;8242
DE415;2010;7046
DE416;2008;6798
DE416;2010;5871
DE417;2008;3182
DE417;2010;2987
DE418;2008;7436
DE418;2010;6366
DE421;2008;3345
DE421;2010;2057
DE422;2008;2421
DE422;2010;2090
DE423;2008;2877
DE423;2010;3578
DE424;2008;12202
DE424;2010;12591
DE425;2008;4777
DE425;2010;4446
DE426;2008;7742
DE426;2010;5360
DE427;2008;7753
DE427;2010;7020
DE428;2008;7052
DE428;2010;7372
DE429;2008;5582
DE429;2010;4987
DE42A;2008;12341
DE42A;2010;10766
DE501;2008;23652
DE501;2010;19163
DE501;2012;25411
DE501;2018;23647
DE502;2008;10867
DE502;2010;7005
DE502;2012;7959
DE502;2018;8470
DE600;2008;67683
DE600;2010;59617
DE600;2012;56232
DE600;2018;66169
DE711;2008;3057
DE711;2010;2814
DE711;2012;2465
DE711;2018;3048
DE712;2008;18126
DE712;2010;19735
DE712;2012;17838
DE712;2018;19235
DE713;2008;1926
DE713;2010;1772
DE713;2012;1663
DE713;2018;1912
DE714;2008;7194
DE714;2010;6915
DE714;2012;6437
DE714;2018;7760
DE715;2008;6635
DE715;2010;5909
DE715;2012;6836
DE715;2018;6418
DE716;2008;5728
DE716;2010;7134
DE716;2012;6134
DE716;2018;7000
DE717;2008;9433
DE717;2010;10134
DE717;2012;12083
DE717;2018;12076
DE718;2008;3416
DE718;2010;4106
DE718;2012;2896
DE718;2018;3552
DE719;2008;10140
DE719;2010;8460
DE719;2012;9623
DE719;2018;9024
DE71A;2008;5041
DE71A;2010;4897
DE71A;2012;4977
DE71A;2018;4696
DE71B;2008;1270
DE71B;2010;1209
DE71B;2012;1589
DE71B;2018;1248
DE71C;2008;6423
DE71C;2010;7560
DE71C;2012;6070
DE71C;2018;8397
DE71D;2008;1910
DE71D;2010;2136
DE71D;2012;1980
DE71D;2018;2206
DE71E;2008;8716
DE71E;2010;9280
DE71E;2012;6527
DE71E;2018;8706
DE721;2008;8255
DE721;2010;7927
DE721;2012;7870
DE721;2018;8999
DE722;2008;10142
DE722;2010;7619
DE722;2012;8146
DE722;2018;9181
DE723;2008;4597
DE723;2010;5083
DE723;2012;4475
DE723;2018;6662
DE724;2008;8453
DE724;2010;6698
DE724;2012;7507
DE724;2018;8262
DE725;2008;4703
DE725;2010;4470
DE725;2012;4833
DE725;2018;5203
DE731;2008;6837
DE731;2010;6534
DE731;2012;6341
DE731;2018;6636
DE732;2008;13244
DE732;2010;11887
DE732;2012;12732
DE732;2018;11998
DE733;2008;8181
DE733;2010;9540
DE733;2012;9318
DE733;2018;10875
DE734;2008;6988
DE734;2010;6608
DE734;2012;7131
DE734;2018;7751
DE735;2008;10208
DE735;2010;10293
DE735;2012;9869
DE735;2018;9955
DE736;2008;6542
DE736;2010;5639
DE736;2012;5889
DE736;2018;5955
DE737;2008;3725
DE737;2010;3472
DE737;2012;3417
DE737;2018;4724
DE801;2008;1028
DE801;2010;959
DE801;2012;913
DE802;2008;1758
DE802;2010;1336
DE802;2012;1648
DE803;2008;7650
DE803;2010;8034
DE803;2012;8310
DE803;2018;10018
DE804;2008;1787
DE804;2010;1660
DE804;2012;2175
DE804;2018;1984
DE805;2008;1662
DE805;2010;1566
DE805;2012;1237
DE806;2008;3073
DE806;2010;2347
DE806;2012;3369
DE807;2008;4083
DE807;2010;3226
DE807;2012;4358
DE808;2008;5571
DE808;2010;6034
DE808;2012;6151
DE809;2008;5071
DE809;2010;3760
DE809;2012;4659
DE80A;2008;7788
DE80A;2010;5828
DE80A;2012;7949
DE80B;2008;2529
DE80B;2010;2480
DE80B;2012;3226
DE80C;2008;2610
DE80C;2010;2740
DE80C;2012;2766
DE80D;2008;3885
DE80D;2010;3582
DE80D;2012;3606
DE80E;2008;7568
DE80E;2010;5589
DE80E;2012;5604
DE80F;2008;5071
DE80F;2010;4807
DE80F;2012;5676
DE80G;2008;4157
DE80G;2010;3426
DE80G;2012;2840
DE80H;2008;3444
DE80H;2010;3989
DE80H;2012;2261
DE80I;2008;2402
DE80I;2010;2452
DE80I;2012;2774
DE80J;2018;14900
DE80K;2018;9083
DE80L;2018;9184
DE80M;2018;7796
DE80N;2018;8617
DE80O;2018;12262
DE911;2008;7511
DE911;2010;7989
DE911;2012;8360
DE911;2018;8292
DE912;2008;6772
DE912;2010;4939
DE912;2012;5267
DE912;2018;6799
DE913;2008;5411
DE913;2010;4131
DE913;2012;6829
DE913;2018;7771
DE914;2008;3955
DE914;2010;3126
DE914;2012;3732
DE914;2018;5322
DE915;2008;6745
DE915;2010;7699
DE915;2012;6498
DE916;2008;4060
DE916;2010;4168
DE916;2012;5926
DE916;2018;4726
DE917;2008;2646
DE917;2010;2302
DE917;2012;2160
DE917;2018;4491
DE918;2008;3203
DE918;2010;4954
DE918;2012;3462
DE918;2018;6205
DE919;2008;3886
DE919;2010;2472
DE919;2012;3267
DE91A;2008;5517
DE91A;2010;3539
DE91A;2012;5104
DE91A;2018;7651
DE91B;2008;3503
DE91B;2010;3080
DE91B;2012;3330
DE91B;2018;4149
DE91C;2018;10089
DE922;2008;10449
DE922;2010;9238
DE922;2012;9186
DE922;2018;10844
DE923;2008;3638
DE923;2010;2789
DE923;2012;2786
DE923;2018;3813
DE925;2008;8648
DE925;2010;9057
DE925;2012;11113
DE925;2018;9410
DE926;2008;3021
DE926;2010;2565
DE926;2012;2836
DE926;2018;3980
DE927;2008;5847
DE927;2010;5532
DE927;2012;6775
DE927;2018;5627
DE928;2008;4248
DE928;2010;3873
DE928;2012;4729
DE928;2018;5977
DE929;2008;31974
DE929;2010;26813
DE929;2012;33746
DE929;2018;38760
DE931;2008;3621
DE931;2010;3135
DE931;2012;4307
DE931;2018;4647
DE932;2008;8811
DE932;2010;5739
DE932;2012;6798
DE932;2018;7896
DE933;2008;9883
DE933;2010;9780
DE933;2012;10518
DE933;2018;12294
DE934;2008;1350
DE934;2010;1791
DE934;2012;1398
DE934;2018;1387
DE935;2008;5749
DE935;2010;4233
DE935;2012;3854
DE935;2018;4631
DE936;2008;1864
DE936;2010;2239
DE936;2012;2784
DE936;2018;2057
DE937;2008;6129
DE937;2010;7552
DE937;2012;8529
DE937;2018;9158
DE938;2008;4290
DE938;2010;4508
DE938;2012;5218
DE938;2018;7044
DE939;2008;6572
DE939;2010;5578
DE939;2012;5665
DE939;2018;7333
DE93A;2008;3808
DE93A;2010;3695
DE93A;2012;4534
DE93A;2018;4311
DE93B;2008;5739
DE93B;2010;5814
DE93B;2012;6015
DE93B;2018;5617
DE941;2008;1072
DE941;2010;1670
DE941;2012;1280
DE941;2018;1151
DE942;2008;2693
DE942;2010;2343
DE942;2012;2353
DE942;2018;2216
DE943;2008;3960
DE943;2010;3533
DE943;2012;4542
DE943;2018;3935
DE944;2008;6767
DE944;2010;6669
DE944;2012;6268
DE944;2018;6111
DE945;2008;2296
DE945;2010;3103
DE945;2012;2840
DE945;2018;2678
DE946;2008;7554
DE946;2010;6118
DE946;2012;7504
DE946;2018;6950
DE947;2008;4190
DE947;2010;5035
DE947;2012;5559
DE947;2018;5340
DE948;2008;9222
DE948;2010;13010
DE948;2012;12783
DE948;2018;13143
DE949;2008;17491
DE949;2010;18668
DE949;2012;18099
DE949;2018;20123
DE94A;2008;2800
DE94A;2010;3921
DE94A;2012;4096
DE94A;2018;3634
DE94B;2008;5005
DE94B;2010;5747
DE94B;2012;6035
DE94B;2018;6159
DE94C;2008;3666
DE94C;2010;4082
DE94C;2012;5180
DE94C;2018;5727
DE94D;2008;7507
DE94D;2010;7292
DE94D;2012;8064
DE94D;2018;8037
DE94E;2008;16027
DE94E;2010;16058
DE94E;2012;15875
DE94E;2018;18643
DE94F;2008;11086
DE94F;2010;11091
DE94F;2012;12408
DE94F;2018;13382
DE94G;2008;4152
DE94G;2010;4185
DE94G;2012;4775
DE94G;2018;4064
DE94H;2008;1324
DE94H;2010;1725
DE94H;2012;1624
DE94H;2018;882
DEA11;2008;15788
DEA11;2010;14399
DEA11;2012;12212
DEA11;2018;14497
DEA12;2008;23428
DEA12;2010;19110
DEA12;2012;19666
DEA12;2018;20657
DEA13;2008;12674
DEA13;2010;9244
DEA13;2012;9726
DEA13;2018;10680
DEA14;2008;10138
DEA14;2010;8135
DEA14;2012;8961
DEA14;2018;9291
DEA15;2008;6391
DEA15;2010;5784
DEA15;2012;5988
DEA15;2018;5410
DEA16;2008;3921
DEA16;2010;3804
DEA16;2012;3864
DEA16;2018;3258
DEA17;2008;5231
DEA17;2010;3934
DEA17;2012;4405
DEA17;2018;4205
DEA18;2008;3344
DEA18;2010;2021
DEA18;2012;1811
DEA18;2018;2171
DEA19;2008;2611
DEA19;2010;1933
DEA19;2012;1978
DEA19;2018;2554
DEA1A;2008;6481
DEA1A;2010;6352
DEA1A;2012;6537
DEA1A;2018;6824
DEA1B;2008;9654
DEA1B;2010;8247
DEA1B;2012;8302
DEA1B;2018;12077
DEA1C;2008;12043
DEA1C;2010;10402
DEA1C;2012;10528
DEA1C;2018;10870
DEA1D;2008;17716
DEA1D;2010;18071
DEA1D;2012;19558
DEA1D;2018;19619
DEA1E;2008;10434
DEA1E;2010;7122
DEA1E;2012;6623
DEA1E;2018;7080
DEA1F;2008;18072
DEA1F;2010;14805
DEA1F;2012;17982
DEA1F;2018;17565
DEA21;2008;3928
DEA21;2010;3234
DEA22;2008;3780
DEA22;2010;3746
DEA22;2012;3737
DEA22;2018;3509
DEA23;2008;30877
DEA23;2010;23883
DEA23;2012;26025
DEA23;2018;26485
DEA24;2008;5388
DEA24;2010;3872
DEA24;2012;4179
DEA24;2018;4671
DEA25;2008;8494
DEA25;2010;8975
DEA26;2008;14284
DEA26;2010;11832
DEA26;2012;10401
DEA26;2018;10010
DEA27;2008;19104
DEA27;2010;20982
DEA27;2012;22589
DEA27;2018;22155
DEA28;2008;9177
DEA28;2010;7126
DEA28;2012;7229
DEA28;2018;8603
DEA29;2008;8632
DEA29;2010;5967
DEA29;2012;7457
DEA29;2018;9318
DEA2A;2008;7679
DEA2A;2010;6013
DEA2A;2012;7017
DEA2A;2018;7700
DEA2B;2008;4574
DEA2B;2010;3808
DEA2B;2012;3303
DEA2B;2018;3667
DEA2C;2008;14699
DEA2C;2010;12942
DEA2C;2012;13135
DEA2C;2018;14791
DEA2D;2012;12416
DEA2D;2018;12382
DEA31;2008;5027
DEA31;2010;4162
DEA31;2012;6309
DEA31;2018;4294
DEA32;2008;6950
DEA32;2010;5372
DEA32;2012;6154
DEA32;2018;6348
DEA33;2008;6010
DEA33;2010;6327
DEA33;2012;6959
DEA33;2018;8081
DEA34;2008;13802
DEA34;2010;13239
DEA34;2012;14992
DEA34;2018;15591
DEA35;2008;6926
DEA35;2010;6732
DEA35;2012;8203
DEA35;2018;8123
DEA36;2008;20129
DEA36;2010;18762
DEA36;2012;17429
DEA36;2018;20420
DEA37;2008;19748
DEA37;2010;17613
DEA37;2012;19692
DEA37;2018;21259
DEA38;2008;10077
DEA38;2010;10145
DEA38;2012;10856
DEA38;2018;11741
DEA41;2008;10149
DEA41;2010;11112
DEA41;2012;8582
DEA41;2018;10023
DEA42;2008;15008
DEA42;2010;15533
DEA42;2012;14498
DEA42;2018;19257
DEA43;2008;7784
DEA43;2010;6606
DEA43;2012;8174
DEA43;2018;8778
DEA44;2008;7320
DEA44;2010;5920
DEA44;2012;5855
DEA44;2018;7157
DEA45;2008;10508
DEA45;2010;10073
DEA45;2012;9725
DEA45;2018;10653
DEA46;2008;9205
DEA46;2010;10175
DEA46;2012;10430
DEA46;2018;12180
DEA47;2008;10814
DEA47;2010;9316
DEA47;2012;9499
DEA47;2018;13981
DEA51;2008;9601
DEA51;2010;6648
DEA51;2012;7522
DEA51;2018;7477
DEA52;2008;23646
DEA52;2010;19507
DEA52;2012;16827
DEA52;2018;18374
DEA53;2008;7835
DEA53;2010;6919
DEA53;2012;7614
DEA53;2018;7094
DEA54;2008;9436
DEA54;2010;7650
DEA54;2012;7689
DEA54;2018;8551
DEA55;2008;3869
DEA55;2010;4408
DEA55;2012;3955
DEA55;2018;4080
DEA56;2008;10442
DEA56;2010;6878
DEA56;2012;8160
DEA56;2018;8026
DEA57;2008;12751
DEA57;2010;12122
DEA57;2012;10249
DEA57;2018;12504
DEA58;2008;14970
DEA58;2010;12386
DEA58;2012;11549
DEA58;2018;14208
DEA59;2008;8018
DEA59;2010;5139
DEA59;2012;6209
DEA59;2018;6180
DEA5A;2008;12504
DEA5A;2010;12215
DEA5A;2012;11395
DEA5A;2018;11835
DEA5B;2008;14396
DEA5B;2010;11303
DEA5B;2012;15646
DEA5B;2018;16110
DEA5C;2008;16913
DEA5C;2010;13919
DEA5C;2012;15539
DEA5C;2018;15828
DEB11;2008;4590
DEB11;2010;4181
DEB11;2012;4606
DEB11;2018;4500
DEB12;2008;3723
DEB12;2010;3485
DEB12;2012;3596
DEB12;2018;4023
DEB13;2008;3924
DEB13;2010;4244
DEB13;2012;3997
DEB13;2018;4093
DEB14;2008;8786
DEB14;2010;7640
DEB14;2012;7515
DEB14;2018;6753
DEB15;2008;2748
DEB15;2010;2403
DEB15;2012;2698
DEB15;2018;2984
DEB16;2008;3163
DEB16;2010;2850
DEB16;2012;2484
DEB17;2008;14350
DEB17;2010;11714
DEB17;2012;13189
DEB17;2018;15358
DEB18;2008;8292
DEB18;2010;6694
DEB18;2012;6479
DEB18;2018;8005
DEB19;2008;3586
DEB19;2010;3271
DEB19;2012;2734
DEB1A;2008;3857
DEB1A;2010;2871
DEB1A;2012;3170
DEB1A;2018;3466
DEB1B;2008;9769
DEB1B;2010;7471
DEB1B;2012;8587
DEB1B;2018;11208
DEB1C;2018;2318
DEB1D;2018;3442
DEB21;2008;3186
DEB21;2010;2443
DEB21;2012;2563
DEB21;2018;3135
DEB22;2008;7494
DEB22;2010;5702
DEB22;2012;6423
DEB22;2018;10540
DEB23;2008;6263
DEB23;2010;5119
DEB23;2012;5132
DEB23;2018;7261
DEB24;2008;3276
DEB24;2010;3480
DEB24;2012;3090
DEB24;2018;3620
DEB25;2008;4449
DEB25;2010;3603
DEB25;2012;4343
DEB25;2018;3920
DEB31;2008;981
DEB31;2010;636
DEB31;2012;905
DEB31;2018;1354
DEB32;2008;2297
DEB32;2010;1920
DEB32;2012;3229
DEB32;2018;4940
DEB33;2008;1528
DEB33;2010;1029
DEB33;2012;2797
DEB33;2018;1290
DEB34;2008;9577
DEB34;2010;6546
DEB34;2012;9084
DEB34;2018;9105
DEB35;2008;4872
DEB35;2010;4852
DEB35;2012;5661
DEB35;2018;4674
DEB36;2008;1213
DEB36;2010;664
DEB36;2012;1075
DEB36;2018;1120
DEB37;2008;1317
DEB37;2010;1327
DEB37;2012;1358
DEB37;2018;1241
DEB38;2008;2123
DEB38;2010;1713
DEB38;2012;2015
DEB38;2018;2086
DEB39;2008;4766
DEB39;2010;4111
DEB39;2012;3802
DEB39;2018;5113
DEB3A;2008;1297
DEB3A;2010;771
DEB3A;2012;1277
DEB3A;2018;1386
DEB3B;2008;4974
DEB3B;2010;4186
DEB3B;2012;5740
DEB3B;2018;6071
DEB3C;2008;2969
DEB3C;2010;2773
DEB3C;2012;3029
DEB3C;2018;4212
DEB3D;2008;4491
DEB3D;2010;2702
DEB3D;2012;3295
DEB3D;2018;3401
DEB3E;2008;7955
DEB3E;2010;6556
DEB3E;2012;8208
DEB3E;2018;10451
DEB3F;2008;3051
DEB3F;2010;3032
DEB3F;2012;2780
DEB3F;2018;3672
DEB3G;2008;1338
DEB3G;2010;1030
DEB3G;2012;1308
DEB3G;2018;2424
DEB3H;2008;3377
DEB3H;2010;2861
DEB3H;2012;3016
DEB3H;2018;4093
DEB3I;2008;2415
DEB3I;2010;2127
DEB3I;2012;3232
DEB3I;2018;3802
DEB3J;2008;5228
DEB3J;2010;4493
DEB3J;2012;4932
DEB3J;2018;4871
DEB3K;2008;1919
DEB3K;2010;1062
DEB3K;2012;1200
DEB3K;2018;2102
DEC01;2008;8992
DEC01;2010;6713
DEC01;2012;6888
DEC01;2018;9448
DEC02;2008;3737
DEC02;2010;2161
DEC02;2012;3005
DEC02;2018;3390
DEC03;2008;4338
DEC03;2010;2737
DEC03;2012;3994
DEC03;2018;3049
DEC04;2008;9357
DEC04;2010;7731
DEC04;2012;9317
DEC04;2018;10689
DEC05;2008;6139
DEC05;2010;3485
DEC05;2012;4603
DEC05;2018;4411
DEC06;2008;2949
DEC06;2010;1544
DEC06;2012;3513
DEC06;2018;1780
DED11;2008;6672
DED11;2010;5373
DED12;2008;2374
DED12;2010;1949
DED13;2008;5026
DED13;2010;5413
DED14;2008;2318
DED14;2010;1857
DED15;2008;4621
DED15;2010;4482
DED16;2008;6025
DED16;2010;5291
DED17;2008;6727
DED17;2010;6328
DED18;2008;2016
DED18;2010;2354
DED19;2008;7322
DED19;2010;6140
DED1A;2008;2839
DED1A;2010;2122
DED1B;2008;4264
DED1B;2010;3903
DED1C;2008;7216
DED1C;2010;3801
DED21;2008;11243
DED21;2010;10067
DED21;2012;9099
DED21;2018;11439
DED22;2008;869
DED22;2010;638
DED23;2008;1098
DED23;2010;512
DED24;2008;6128
DED24;2010;5129
DED25;2008;6109
DED25;2010;6405
DED26;2008;4899
DED26;2010;5854
DED27;2008;7682
DED27;2010;9626
DED28;2008;4336
DED28;2010;5131
DED29;2008;3723
DED29;2010;3268
DED2A;2008;3914
DED2A;2010;4847
DED2B;2008;8151
DED2B;2010;6606
DED2C;2012;13746
DED2C;2018;13691
DED2D;2012;8901
DED2D;2018;8242
DED2E;2012;13564
DED2E;2018;14075
DED2F;2012;8447
DED2F;2018;8129
DED31;2008;12137
DED31;2010;8906
DED32;2008;7308
DED32;2010;7279
DED33;2008;2768
DED33;2010;3008
DED34;2008;9601
DED34;2010;9323
DED35;2008;4659
DED35;2010;4648
DED36;2008;3959
DED36;2010;3358
DED41;2012;6542
DED41;2018;5908
DED42;2012;9699
DED42;2018;10194
DED43;2012;12715
DED43;2018;13906
DED44;2012;7977
DED44;2018;9185
DED45;2012;12115
DED45;2018;13006
DED51;2012;14345
DED51;2018;13989
DED52;2012;14825
DED52;2018;15253
DED53;2012;10303
DED53;2018;12571
DEE01;2008;2280
DEE01;2010;1282
DEE01;2012;1756
DEE01;2018;1667
DEE02;2008;4606
DEE02;2010;4041
DEE02;2012;3930
DEE02;2018;4549
DEE03;2008;8955
DEE03;2010;7553
DEE03;2012;9832
DEE03;2018;10042
DEE04;2008;2904
DEE04;2010;2138
DEE04;2012;2445
DEE04;2018;2602
DEE05;2008;9588
DEE05;2010;8042
DEE05;2012;8516
DEE05;2018;8418
DEE06;2008;4995
DEE06;2010;4955
DEE06;2012;4105
DEE06;2018;4930
DEE07;2008;17989
DEE07;2010;16579
DEE07;2012;16865
DEE07;2018;19649
DEE08;2008;13624
DEE08;2010;15551
DEE08;2012;12895
DEE08;2018;14603
DEE09;2008;8281
DEE09;2010;6336
DEE09;2012;6806
DEE09;2018;8343
DEE0A;2008;6942
DEE0A;2010;5883
DEE0A;2012;5488
DEE0A;2018;6358
DEE0B;2008;16514
DEE0B;2010;15128
DEE0B;2012;16502
DEE0B;2018;14118
DEE0C;2008;12131
DEE0C;2010;15037
DEE0C;2012;11926
DEE0C;2018;12271
DEE0D;2008;5202
DEE0D;2010;5280
DEE0D;2012;4786
DEE0D;2018;7002
DEE0E;2008;5656
DEE0E;2010;6265
DEE0E;2012;5900
DEE0E;2018;7156
DEF01;2008;2197
DEF01;2010;2443
DEF01;2012;2518
DEF01;2018;2237
DEF02;2008;5292
DEF02;2010;4096
DEF02;2012;4169
DEF02;2018;4049
DEF03;2008;7593
DEF03;2010;5552
DEF03;2012;6975
DEF03;2018;7104
DEF04;2008;3489
DEF04;2010;3669
DEF04;2012;3582
DEF04;2018;4499
DEF05;2008;6882
DEF05;2010;6403
DEF05;2012;5379
DEF05;2018;12054
DEF06;2008;7103
DEF06;2010;8114
DEF06;2012;7666
DEF06;2018;7005
DEF07;2008;4728
DEF07;2010;4741
DEF07;2012;5222
DEF07;2018;6448
DEF08;2008;6017
DEF08;2010;5643
DEF08;2012;5926
DEF08;2018;6707
DEF09;2008;6721
DEF09;2010;6367
DEF09;2012;6329
DEF09;2018;6893
DEF0A;2008;2285
DEF0A;2010;1971
DEF0A;2012;2749
DEF0A;2018;3553
DEF0B;2008;8377
DEF0B;2010;9645
DEF0B;2012;7786
DEF0B;2018;10056
DEF0C;2008;4291
DEF0C;2010;5863
DEF0C;2012;7445
DEF0C;2018;8084
DEF0D;2008;9639
DEF0D;2010;9320
DEF0D;2012;10282
DEF0D;2018;13331
DEF0E;2008;5273
DEF0E;2010;4501
DEF0E;2012;5481
DEF0E;2018;5680
DEF0F;2008;4106
DEF0F;2010;3801
DEF0F;2012;4698
DEF0F;2018;5193
DEG01;2008;8099
DEG01;2010;8824
DEG01;2012;9051
DEG01;2018;9170
DEG02;2008;2326
DEG02;2010;1886
DEG02;2012;1632
DEG02;2018;2392
DEG03;2008;3252
DEG03;2010;3608
DEG03;2012;2784
DEG03;2018;2265
DEG04;2008;1045
DEG04;2010;731
DEG04;2012;786
DEG04;2018;661
DEG05;2008;2795
DEG05;2010;2967
DEG05;2012;3070
DEG05;2018;2466
DEG06;2008;5956
DEG06;2010;5899
DEG06;2012;4641
DEG06;2018;5412
DEG07;2008;7064
DEG07;2010;3839
DEG07;2012;4170
DEG07;2018;4367
DEG09;2008;6274
